1.000000000000000000e+00,1.084182363798843252e+00,1.301189260517357393e+00
1.000000000000000000e+00,3.215120161456168635e+00,2.925632134961127839e+00
1.000000000000000000e+00,1.290228208045911540e+00,1.458480177472980754e+00
1.000000000000000000e+00,1.764723118415909564e-01,6.128009672710721389e-01
1.000000000000000000e+00,3.460444306374137469e-01,2.371666016996433868e+00
1.000000000000000000e+00,3.440587373023053175e+00,3.096244963458057775e+00
1.000000000000000000e+00,1.090551485519438479e+00,1.313481323902026432e+00
1.000000000000000000e+00,-9.322255923027711333e-02,2.123463301559136873e+00
1.000000000000000000e+00,2.171078065380267486e+00,2.129709838016724976e+00
1.000000000000000000e+00,-9.882384137163479076e-01,1.211752141674537153e+00
1.000000000000000000e+00,-2.673438731468205987e+00,4.392629300705256368e-01
1.000000000000000000e+00,1.397582702031449742e+00,1.535680307722328441e+00
1.000000000000000000e+00,3.032328233494250291e+00,2.793330993477042501e+00
1.000000000000000000e+00,-3.964373139774001853e+00,-1.573219754457428454e+00
1.000000000000000000e+00,2.281314573125420964e+00,2.211065593144987851e+00
1.000000000000000000e+00,-2.201579058517967979e+00,-2.038126787348308877e-01
1.000000000000000000e+00,-6.554626630064765980e-01,2.079824000875946766e+00
1.000000000000000000e+00,-1.272641507420365192e+00,4.577577946704490808e-01
1.000000000000000000e+00,9.286814984988145394e-01,1.181032881416682834e+00
1.000000000000000000e+00,-6.802665625610944122e-01,5.688726675798141397e-01
1.000000000000000000e+00,1.374590985322154513e+00,1.526308232353110306e+00
1.000000000000000000e+00,1.164740350930699719e+00,1.362544741725054465e+00
1.000000000000000000e+00,2.708890676274890552e+00,2.539398308169343199e+00
1.000000000000000000e+00,1.789683838041788988e-02,1.473319861238016948e+00
1.000000000000000000e+00,-2.696249521458267573e+00,-1.475327449757429132e+00
1.000000000000000000e+00,5.527113854722385256e-01,9.025093748991046549e-01
1.000000000000000000e+00,-6.982528073167723059e-01,7.033482319770640867e-01
1.000000000000000000e+00,2.934428872506120278e+00,2.713173729987262917e+00
1.000000000000000000e+00,2.172412598916166004e+00,2.133013217658772831e+00
1.000000000000000000e+00,2.736326639375885161e+00,2.556612278005064631e+00
1.000000000000000000e+00,7.154530754513999113e-03,2.607891302671883516e+00
1.000000000000000000e+00,1.617921515748215633e+00,1.713803837015985598e+00
1.000000000000000000e+00,-1.753403083430861376e+00,4.491618929276899319e-01
1.000000000000000000e+00,1.277693437868939963e+00,1.453345791990164670e+00
1.000000000000000000e+00,-3.797062901789645117e-01,2.355682137644004026e+00
1.000000000000000000e+00,-4.725522139325365467e-01,1.333505746268104586e+00
1.000000000000000000e+00,2.060731115618086307e+00,2.043379151609328481e+00
1.000000000000000000e+00,-8.491939989710932668e-01,7.679700120248723616e-01
1.000000000000000000e+00,-3.722999245037516003e-01,1.688820946980788218e+00
1.000000000000000000e+00,2.642347618716709867e+00,2.487588809746140495e+00
1.000000000000000000e+00,2.033720104303437193e+00,2.026633717976725091e+00
1.000000000000000000e+00,-1.265206524619586048e+00,7.823503730510461551e-01
1.000000000000000000e+00,-1.980643979283776002e+00,-2.453665704599088393e-01
1.000000000000000000e+00,2.721861341894183717e+00,2.548440402717169651e+00
1.000000000000000000e+00,1.766224334669211249e+00,1.818933228378340150e+00
1.000000000000000000e+00,1.084767107610108194e+00,3.794744725745866631e+00
1.000000000000000000e+00,1.446665659584339458e+00,1.579068411588831822e+00
1.000000000000000000e+00,2.823627827289140857e+00,2.622883017130793082e+00
1.000000000000000000e+00,-1.679720208825531191e+00,8.489942981657426779e-01
1.000000000000000000e+00,2.321376551838437496e+00,2.242755667114626039e+00
1.000000000000000000e+00,-2.407853522224939979e+00,-6.510569655185880489e-01
1.000000000000000000e+00,2.741541175530599617e-01,2.293122614475814558e+00
1.000000000000000000e+00,1.615657838803664426e+00,1.707187061073694334e+00
1.000000000000000000e+00,-5.177373078764713199e-02,1.811815215263495205e+00
1.000000000000000000e+00,-2.073523295040022418e+00,-9.977756009250393632e-02
1.000000000000000000e+00,-1.730560236525733764e+00,-6.684081572858970866e-01
1.000000000000000000e+00,-2.711677309655602386e-01,2.302780491612698377e+00
1.000000000000000000e+00,2.428552589664242145e+00,2.326808572854998758e+00
1.000000000000000000e+00,-6.565485878447347989e-01,7.999312245694139012e-01
1.000000000000000000e+00,3.042592907393994128e+00,2.793459111019595653e+00
1.000000000000000000e+00,-5.289916724397487613e-01,2.229232304722333691e+00
1.000000000000000000e+00,2.164302568642165969e+00,2.130050375277588781e+00
1.000000000000000000e+00,-1.442857311464730508e+00,-4.652073685310187390e-01
1.000000000000000000e+00,7.039695171642514904e-01,1.017947461820100319e+00
1.000000000000000000e+00,4.802552702175482136e-01,2.645772090601386850e+00
1.000000000000000000e+00,-1.833433253507036564e+00,1.256180321804759581e-01
1.000000000000000000e+00,1.225224518363877024e+00,1.408193977861587953e+00
1.000000000000000000e+00,1.926694505723428152e+00,1.940009546862351497e+00
1.000000000000000000e+00,-7.843513084021378479e-01,9.297713979903838855e-01
1.000000000000000000e+00,-2.314517733741381811e+00,-5.269792790694016738e-01
1.000000000000000000e+00,-9.564426061787916211e-01,-2.463826353343545605e-01
1.000000000000000000e+00,-8.102762597887875895e-01,1.871539765266732269e+00
1.000000000000000000e+00,1.411223919211552769e-01,3.068001464210315721e+00
1.000000000000000000e+00,3.063811427375319418e+00,2.807818540737074819e+00
1.000000000000000000e+00,-5.097887243511193267e-01,1.024587771049779050e+00
1.000000000000000000e+00,-2.318349275886565586e+00,-9.830520776233517832e-01
1.000000000000000000e+00,2.736991322647579050e+00,2.558826135207604491e+00
1.000000000000000000e+00,-1.939897764570731375e+00,1.040320558568225362e+00
1.000000000000000000e+00,7.743177404718020185e-01,1.071330676255581427e+00
1.000000000000000000e+00,1.931786827697283604e+00,1.946446377216547896e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
